Sentence,Period,Year,Structure,ClauseType,Construction,Mverbf,Mfiniteness,MatrixMood,Mmoodrase,Everbf,Everbfiniteness,Everbmood,Everbmoodrase,Complementizer
"no creo que rece conmigo lo de «no se devuelven los originales». Y basta de esto, que me es poco agradable",1900,1928,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,rece,finite,subj,subj1,That
no creo que se relacione con la presencia de saponinas en la planta.,1900,1962,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,relacione,finite,subj,subj1,That
"no creo que se remonte más allá de finales del siglo  xvii , mientras que  sorpresa,   como término de ",1900,1950,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,remonte,finite,subj,subj1,That
No creo que se resista ,1900,1954,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,resista,finite,subj,subj1,That
no creo que resista mi presencia.,1900,1940,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,resista,finite,subj,subj1,That
No creo que resultara difícil probar esta proposición,1900,1950,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,resultara,finite,subj,subj2,That
"no creo que resulte escandalosa, ni siquiera a los aspaventosos de nacimiento y crianza, una de sus pillerías ",1900,1941-a1961 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,resulte,finite,subj,subj1,That
no creo que reúna usted condiciones.,1900,1961,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,reuna,finite,subj,subj1,That
No creo que salga por esta vez.,1800,1898,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,salga,finite,subj,subj1,That
No creo que salgamos antes de las cuatro. Adiós.,1800,c1872,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,salgamos,finite,subj,subj1,That
no creo que salgan de inmediato,1900,1975,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,salgan,finite,subj,subj1,That
"no creo que saques de él gran partido. En cambio, aquí, en el Hospital...",1900,1961,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,saques,finite,subj,subj1,That
non creo que sea espediente a la santa Iglesia nin a la cristiandat que el rey de Françia sea subjecto al ,1400,c1440-1460 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea otra donde me habéis traído."" ""¿Quién es, dijo Polinesta, este atrevido pastor?"" ""Pues ",1500,1598,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea poderosa una virtud nueva para una costumbre envejecida."" ""Ya es eso confesar un hombre ",1500,1598,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea alargarme mucho el dezir que todos los discursos y traças militares que en los autores ,1500,1590,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"yo no creo que sea este el designio de ir las naos, si bien estoy cierto que es cosa indubitada que el escocés ",1500,1580,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea fuera de propósito acrecentar a este razonamiento las cosas que intervienen después ,1500,1536,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea tal mi dicha. Vayan por Dios a saber si es él y ruéguenle de mi parte que no quiera más encobrirse ,1500,1512,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea verdad, sino que quizás más bien sea un nombre griego, de los cuales se conservan muchos ",1600,c1611,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea opuesta a la virtud una pasión honesta que conspira a unos fines que permite el honor,1700,1787-1803 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
creo que sea infeliz.,1800,1850,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea aun cosa resuelta.,1800,1850,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea prudente en este momento,1800,1850,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea enteramente estéril para el resultado a que van encaminadas nuestras explicaciones,1800,1848,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea arriesgada, pido, no obstante, que estemos alerta, no se nos escape la liebre.",1800,1834,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea necesario detenerme en refutar esta extravagancia que saltará á los ojos de cualquiera ,1800,1818,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"Yo no creo que sea necesario persuadir entre nosotros esta preciosa máxima, cuyo abandono y olvido ha ",1800,a1808,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea culpa de Beer ,1800,1894,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea difícil que usted se quede  con el ejemplar que yo he enviado y que cuando llegue el que ,1800,1894,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
yo no creo que sea verdadero separatismo en la mente de muchos de los que le han engendrado y le van dando calor,1800,1887,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea solicitante.,1800,1884-1885 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea ése, ",1800,1884-1885 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
. No creo que sea prosa la ,1800,1882-1883 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea imposible,1800,1881,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea útil disolverla luego con aceite, como equivocadamente hacen algunas comadres, ni tampoco ",1800,1881,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea hombre muy interior, espiritual y contemplativo; pero como tiene tanto miedo a su mujer ",1800,1877,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"— No creo que sea posible un negocio peor, señor don Antonio; dígolo con referencia al país. Si las quinientas ",1800,1876,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
Yo no creo que sea posible llevar más adelante el heroísmo. Nuestros soldados se han conducido con bravura portentosa,1800,1874,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea una falta. Las pasiones nobles subliman al hombre, y es una mengua avergonzarse de ",1800,c1872,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea ya necesario mucho esfuerzo para poner de acuerdo la doctrina que voy sentando con el célebre ,1800,a1861-1865 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea para tanto,1900,1972,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea grave,1900,1970,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea grave: ,1900,1970,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea defendible...,1900,1968,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea humano tomarlo de otra manera.,1900,1968,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea cosa local.,1900,1968,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea necesario insistir demasiado en cuáles serán las circunstancias de esta inferioridad económica,1900,1966-1974 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea tanta ofensa querer acompañarle.,1900,1965,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea gran cosa.,1900,1958,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea un pecado que prefiera vivir cómodamente y que te pregunte lo que ganas y esas cosas ,1900,1958,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"No creo que sea necesario exponer qué es la Ecología, pero por si acaso alguno de los que leen ",1900,1957,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que esta vez lo sea.,1900,1954,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea necesario en estos momentos,1900,1954,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea para tomarlo a broma,1900,1953,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
. No creo que sea para tanto.,1900,1953,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
yo no creo que sea robar comprarme unos pitillos y darle una lección a esa tía asquerosa del café. A,1900,1951-1969 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea muy revolucionario, ya que el autor es una baronesa austríaca. —Me había leído ",1900,1951,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"Yo no creo que sea tan imposible, porque cuando un hombre se enamora de una mujer lo deja todo por ella ",1900,1950,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea de jamona,1900,1950,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea necesario consignar la honda admiración que sentimos por la labor de Charles Bally; él inició ,1900,1950,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea dudoso es que esa visión nuestra, más o menos diferente, deriva de la que los románticos ",1900,1948,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
Yo no creo que sea inmodesto si digo que he matado todo lo que podía matarse. ¿Podría decir Juanito Osuna ,1900,1948-1963 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea frecuente el que una gran ciudad se pase entera varios días tocando las castañuelas.,1900,1948,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
Y no creo que sea cosa de alardear de puritanismo negándoles el derecho a reproducir cosas de uno. ¿Qué ,1900,1946,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea cierto.,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea tal cosa,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea cierto. Basta como muestra lo que cuento antes. Yo creo que tengo el sentido de ver con ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
. No creo que sea mía toda la culpa,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea celos de la líbido.,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea cierto. ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"No creo que sea cierto. Yo no soy galófobo, sino todo lo contrario. Lo que creo es que no basta que una ",1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea cierto ni tampoco beneficioso si fuera verdad. El amor libre no existe en Europa en ninguna ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea cierto. Lo que ocurre es que yo fui a París en hombre sin recursos y sin recomendaciones,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
cual no creo que sea cierto.,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea un gran filósofo,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea cierto. Luego ya han pretendido hacer pasar como grandes escritores a Romain Rolla,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
. No creo que sea cierto,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea de un artista genial; pero está muy bien. Su literatura me gusta mucho menos; me parec,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea un sistema de estudio, sino más bien un arte adivinatorio inconsciente. Todos los ergos ",1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"Yo no creo que sea una facultad misteriosa, sino que es en mayor intensidad lo que es general, y en pequeño",1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea cierto. ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea sólo por la tendencia natural que tienen todos los hombres a mirar cuando se hacen viejos ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
Yo no creo que sea necesario el sadismo y la crueldad en una cárcel; pero sí la indiferencia. No se puede hacer ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea tan importante como la del XVIII.,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"No creo que sea una perfecta estupidez, pero tampoco ha podido conquistar el triunfo. Igual creo que ocurre ",1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
— No creo que sea usted un juez muy severo ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea porque esto halague mi vanidad. Estoy segura que le correspondería igual aunque fuera usted ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"Usted no creo que sea tan loco como don José. En fin, hablaremos. Yo le conozco de vista, y alguna vez he ",1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea de origen vasco, me dice muy convencida que no comprende cómo puedo leer sus libros",1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea pecado contar barbaridades de las que uno está arrepentido. Don Santiago me dijo que lo hiciese ,1900,1942,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"yo no creo que sea alli, segun se señala en el mapa-mundi en lo que yo he leido, y si es alli, no tardará mucho ",1900,1940-1947 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"yo no creo que sea alli, segun se señala en el mapa-mundi en lo que yo he leido, y si es alli, no tardará ",1900,1940-1947 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
Pero no creo que sea bastante exacta la comparación. El  drug-store tiene más empaque. En la tlapalería se venden cosas ,1900,1940,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea inútil ahora un recuerdo del ciclo de la vida pública de Don Gaspar. Porque, inevitablemente, hemos de ",1900,1936-1939 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea ya necesario advertir lo que beneficia a la salud hacer una vida higiénica...,1900,1935,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
Pero no creo que sea ahí difícil procurarse ese escudo.,1900,1933,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"No creo que sea el hombre la medida de todas las cosas, ni que la verdad deba considerarse como producto ",1900,1926,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea ya,1900,1923,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea difícil encontrarla si analizamos minuciosamente las obras de Beethoven y de Wagner,1900,1916-1939 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea esa la mejor época para ustedes. Ahora, durante ese tiempo, mientras la ley — duralex",1900,1915,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea posible mostrar una sola opinión universalmente útil que no sea verdadera».  Est,1900,1913,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea violentar la verdad el decir que el sentimiento religioso es sentimiento de divinidad y que ,1900,1913,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
No creo que sea necesario decir más para demostrar las ventajas del examen de la visión en los escolares,1900,1913,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
Yo no creo que sea necesario insistir largo tiempo sobre los pequeños medios empíricos que se emplean ,1900,1913,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"Yo no creo que sea prudente interrogar a los niños sobre su ideación, porque la mayor parte de las veces ",1900,1913,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea inconveniente para que le haya salido todo un novio. (Nuevas risas.),1900,1912,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que sea un águila ni un lobo.,1900,1911,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"no creo que sea a pérdida de la escuela, sino alguna penalidad menor.",1900,1906,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"No creo que esta traducción anónima sea la misma que, según dice Pons de Icart en sus Grandezas de Tarragona ",1900,1905,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
"No creo que sea lícito establecer una correspondencia, plano a plano, entre la estructura de la personalidad",1900,1966,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sea,finite,subj,subj1,That
no creo que seáis tan tontos que no hayáis visto lo que podía haber pasado. Si queréis que esto no termine de ,1900,1951,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,seais,finite,subj,subj1,That
"Yo no creo que seamos tan difíciles de entender. Los franceses, v.gr., con dificultad llegan a comprendernos",1900,1913,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,seamos,finite,subj,subj1,That
"No creo que sean verdaderas, ni que sea hija de Helisandro, porque es la más principal persona de Bisanzo",1500,1552,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sean,finite,subj,subj1,That
no creo que sean las dos aún.,1800,1850,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sean,finite,subj,subj1,That
"no creo que sean bastante raros como supone. La estampa 860 no es de las peores, y yo la reconocí, aunque ",1800,1802-1805 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sean,finite,subj,subj1,That
No creo que sean malos esos ejercicios ,1800,1898,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sean,finite,subj,subj1,That
no creo que sean mejores,1800,1883,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sean,finite,subj,subj1,That
no creo que sean indispensables para la prosperidad y el buen orden las perlas de Oriente y los encajes de Bruselas,1800,1880,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sean,finite,subj,subj1,That
— No creo que sean precisos tantos pertrechos militares ,1800,1874,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sean,finite,subj,subj1,That
no creo que sean mayoría,1900,1971,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sean,finite,subj,subj1,That
No creo que sean comparables.,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sean,finite,subj,subj1,That
no creo que sean tan tontos.,1900,1940,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sean,finite,subj,subj1,That
no creo que sean frecuentes.,1900,1938,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sean,finite,subj,subj1,That
"no creo que sean creídas más que por esos cuantos marxistas de buenas tragaderas, que luego no se ",1900,1936,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sean,finite,subj,subj1,That
no creo que sean mera ,1900,1905,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sean,finite,subj,subj1,That
no creo que seas el mismo que ,1800,1830,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,seas,finite,subj,subj1,That
"no creo que seas un malvado, un monstruo, una fiera, porque no creo que cientos de miles de malvados puedan ",1800,1880,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,seas,finite,subj,subj1,That
yo no creo que seas tan malo como dicen; pero ello es que tú no eres bueno. Verdad es que estás mal casado ,1800,1876-1877 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,seas,finite,subj,subj1,That
"Yo no creo que seas malo, ",1900,1983,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,seas,finite,subj,subj1,That
porque no creo que se sepa en el mundo de río tan grande y tan fondo. * Todas éstas son * palabras del Almirante,1500,c1527-1561 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sepa,finite,subj,subj1,That
no creo que se sepa en el mundo de rio tan grande y tan fondo».,1900,1940-1947 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sepa,finite,subj,subj1,That
"porque no creo que sepan en el mundo de río tan grande y tan fondo, al cual no  puede llegar [[e]] en algunos ",1400,1498,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sepan,finite,subj,subj1,That
no creo que sepan ni entiendan a cuánto llega este santo misterio. Ninguna detenençia abría si uviese lenguas,1400,1495,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sepan,finite,subj,subj1,That
yo no creo que  sia bueno  a dezir por esto deue cadavno dezir  honesta palaura do qujer  que  el sia  por que qui  ,1400,1400-1425 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sia,finite,subj,subj1,That
yo no creo que sienta bien quien dice cuando siente.,1600,1599-1622 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sienta,finite,subj,subj1,That
no creo que sienta nadie más indignación ni más pena de la que semejante atentado me inspira; pero ,1800,1880,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sienta,finite,subj,subj1,That
"no creo que sienten muy bien de estos males, ni de las personas en quien Dios los permite; y como ",1600,1609,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sienten,finite,subj,subj1,That
"no creo que sigan viaje, por el momento.  Sí, es todo cuanto le puedo decir. Repito que hablamos poco",1900,1975,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sigan,finite,subj,subj1,That
no creo que sirvan de nada; conque así los niños nada más estudiarán esa materia que por divertirse.,1800,1888-1923 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sirvan,finite,subj,subj1,That
No creo que sobre ninguno de los tres pero de los versos 15,1900,1924-1957 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,sobre,finite,subj,subj1,That
"no creo que supiese a ciencia cierta a cuánto ascendía su capital de fe, pero la caridad y la simpatía por todo ",1900,1972,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,supiese,finite,subj,subj1,That
no creo que suponga ,1900,1952,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,suponga,finite,subj,subj1,That
No creo que surjan escrúpulos por parte del  buen párroco y su señora hermana. Y en último caso,1800,1899,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,surjan,finite,subj,subj1,That
", no creo que tarde en venir.",1900,a1974,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tarde,finite,subj,subj1,That
no creo que tarde,1900,1954,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tarde,finite,subj,subj1,That
no creo que tarden más— los acreedores disolverán cuanto esta casa contiene en el horror y el agua oscura ,1900,1995,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tarden,finite,subj,subj1,That
"No creo que tarden mucho en llegar noticias del señor de la Cámara... Todo esto me parecen fantasías, y ustedes ",1900,1968,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tarden,finite,subj,subj1,That
No creo que tarden mucho. ,1900,1944-1949 ,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tarden,finite,subj,subj1,That
No creo que tarden mucho los montadores,1900,1930,no creer que V,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,tarden,finite,subj,subj1,That
