Sentence,Period,Year,Year2,MClauseType,MClauseType2,Mverbclass,Mverbl,Mverbf,Mverbfin,Mverbtype,Construction,Everbf,Emood,Emoodrase,EClauseType
el que non sabe que la voluntad es enemiga del seso.,1400,c1430,1430,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,es,ind,ind,unambiguous
"que él non sabe que non lo puede saber otro alguno, asý como sy el çiego pensase que la çeguedad que está ",1400,c1430-1440 ,1435,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,puede,ind,ind,ambiguous
"e non saben que sólo el sabio es poderoso e rico, e que es neçesario qu'el sabio ordene o rija, ca syn saber ",1400,c1430-1440 ,1435,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,es,ind,ind,unambiguous
da vozes con la boca mas el seso no sabe  que dize ,1400,c1474-1500 ,1487,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,dize,ind,ind,ambiguous
no sabe que es olvidarte,1400,c1495,1495,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,es,ind,ind,ambiguous
una rabia deseosa que no sabe que es la cosa de que se dexa vencer,1500,c1540-1579 ,1559,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,es,ind,ind,ambiguous
que la moça aún no sabe que sois oficial.,1500,c1545-1567 ,1556,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,sois,ind,ind,unambiguous
"el sentido no sabe que le conuiene, saber, razon, ha perdido, Pues assi tan aborrido hazia nosotras se viene.  Aunque agora ",1500,c1550-c1570 ,1560,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,conviene,ind,ind,ambiguous
"como no sabe que la risa en triste luto se ha de volver y el oro alegre en plomo. Échase luego en tierra el toro astuto, súbesele ",1500,c1560-a1578 ,1569,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,ha,ind,ind,unambiguous
Antes creo que no sabe que Vm. es venido,1500,c1565,1565,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,es,ind,ind,unambiguous
"No sabe que de Amor la viva llama jamás en un estado permaneze, que ella misma se apaga, si no creze; los medios huye, los estremos ama. Si ",1500,c1579-a1613 ,1596,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,permanece,ind,ind,unambiguous
no sabe que no he vuelto en mí ,1600,c1606-1613 ,1609,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,he,ind,ind,unambiguous
cuando se lo preguntaren o algún religioso de casa que no sabe que está fuera lo buscare; ,1600,c1607,1607,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,esta,ind,ind,ambiguous
o asiento donde no sabe que está ni diga,1600,c1607,1607,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,esta,ind,ind,ambiguous
Quien no sabe que dormir es descansar y que hay sueño,1600,c1610,1610,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,es,ind,ind,unambiguous
no sabe que las damas quieren oro,1600,c1610-1612 ,1611,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,quieren,ind,ind,unambiguous
que aún no sabe que aquí vivo.,1600,c1610-1612 ,1611,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,vivo,ind,ind,unambiguous
"que castiga a quien no sabe que de quien vence imposibles, es imposible vengarse.",1600,c1615-1644 ,1629,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,es,ind,ind,unambiguous
no se obliga a la paga el que no sabe que debe,1600,c1632,1632,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,debe,ind,ind,ambiguous
"no sabe que ay más que sentir  tener a un noble valiente por contrario, que a cien mil que no lo sean. Mas esta no es plática para ti. Cuydad de essos estrangeros ",1600,c1650-1651 ,1650,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,hay,ind,ind,ambiguous
pues no sabe que en conciencia yo soy suyo como hay viñas,1700,c1790,1790,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,soy,ind,ind,unambiguous
"no sabe que si llega la Inquisición a pescarla, por calles, y callejuelas saldrá con un capirucho, de cartón en ",1700,c1790,1790,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,saldra,ind,ind,ambiguous
No sabe que existe siquiera,1800,c1855-a1895 ,1875,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,existe,ind,ind,ambiguous
"no sabe que camina con tal velocidad porque un poco antes unos átomos de oxígeno, á quienes nunca tuvo el honor de conocer, caminaron también, en un espacio pequeñísimo, hacia ",1800,c1870-1905 ,1887,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,camina,ind,ind,ambiguous
ya non sabe que fazer ,1400,1454,1454,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,fazer,inf,inf,ambiguous
y no sabe que decir,1700,1798,1798,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,decir,inf,inf,ambiguous
Casinio no sabe que hacerse conmigo,1700,1799,1799,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,hacer,inf,inf,ambiguous
"no sabe que decir ahora; que la señora no dixo nada a este, sino que se lo dixeron los moriscos que tiene dicho ",1900,1901,1901,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,decir,inf,inf,ambiguous
que non sabe que se far.,1900,1956,1956,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,far,inf,inf,ambiguous
ya no sabe que inventar,1900,1958,1958,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,inventar,inf,inf,ambiguous
ya no sabe que se hacer,1500,1521-1543 ,1532,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,hacer,inf,inf,ambiguous
no sabe que se hacer de ,1500,1560-1581 ,1570,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,hacer,inf,inf,ambiguous
confundido No sabe que pensar de aquel ensueño,1800,1806-1854 ,1830,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,pensar,inf,inf,ambiguous
el non sabe que fazer ,1400,a1430-a1494 ,1462,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,fazer,inf,inf,ambiguous
no sabe que  pensamiento ni que se fazer por venir en exsecucion  de su deseo & segund  es costumbre ,1400,a1490,1490,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,fazer,inf,inf,ambiguous
no sabe que  se fazer. ,1400,a1490,1490,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,fazer,inf,inf,ambiguous
que non sabe que consejo tomar a su alma,1400,c1422-1433 ,1427,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,toma,inf,inf,ambiguous
que es más fácil sufrir lo que uno no sabe que padecer lo que presume.,1600,1633,1633,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,Na,Na,Na,unambiguous
"porque no sabe que lo que ha pasado, no solamente por sus órganos de los sentidos y por su cerebro, sino también por sus músculos, no sabe que esto es lo que ha obrado. ",1900,1913,1913,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,Na,Na,Na,unambiguous
no sabe que yo...,1900,1914,1914,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,Na,Na,Na,unambiguous
"y ellos hablaron no sabe que, mas de que esta confesante preguntó á Don Carlos, yendo á dormir esta confesante, estando en el zaguan de la ",1800,1880-1881 ,1880,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,Na,Na,Na,unambiguous
"el señor Madariaga no sabe que uno de los poetas más ilustres del tiempo, Paul Verlaine, para mí el último gran poeta del mundo, en aquellos versos que comienzan diciendo:",1900,1944-1949 ,1946,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,Na,Na,Na,unambiguous
Mi razon Si non sabe que sin miedo ,1400,a1430-a1494 ,1462,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,Na,Na,Na,unambiguous
y al cabo es más lo que no sabe que lo que sabe ,1600,a1613,1613,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,Na,Na,Na,unambiguous
"no sabe que número, ",1600,c1599-1614 ,1601,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,Na,Na,Na,unambiguous
"Dios no sabe que consintiera en ellas, la hacían estar muy afligida, y hallaba que para la pacificación de ésto, ningún ",1600,1610,1610,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,consintiera,subj,ra,ambiguous
El panoli que no sabe que hubiera sido peor,1900,1958,1958,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,hubiera,subj,ra,ambiguous
", mas non sabe que la yglesia ouiesse dos juizes, uno poral foro e otro poral Liuro, e dixo que otra cosa non sabe.",1200,1266,1266,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,ouiesse,subj,subj,unambiguous
non sabe que ayan de asperar syno darse. Preguntado que qué tanto ha que no dan ceuada á los cauallos,1400,1489,1489,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,hayan,subj,subj,ambiguous
non sabe que sea o como se diga. ,1400,1490,1490,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,sea,subj,subj,ambiguous
"su Alteza no sabe que esten dadas ningunas, e que de aqui adelante se guardarán asi.",1500,1515,1515,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,esten,subj,subj,unambiguous
"su Alteza no sabe que esten dadas ningunas, e que de aqui adelante se guardará asi.",1500,1515,1515,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,esten,subj,subj,unambiguous
; é que non sabe que ninguno rescatase alli ningun oro.,1500,1522,1522,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,rescatase,subj,subj,unambiguous
ya no sabe que se diga sino dar cien mil sospiros estos tiene tan espessos tan encendidos en sañas de ,1500,1549,1549,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,diga,subj,subj,ambiguous
"y no sabe que deba nada a nadie, y que tiene sus naturales señores, las nuevas que les dijeren así de súpito: ",1500,1552,1552,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,deba,subj,subj,unambiguous
"no sabe que el dicho bachiller juan de cardenas, hijo del dicho liçençiado esbarroya, tenga raça de converso ni de moro por ninguna parte, ni sabe ",1500,1555,1555,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,tenga,subj,subj,unambiguous
porque da la cosa por verdadera que él no sabe que lo sea; ,1500,1596,1596,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,sea,subj,subj,ambiguous
"Plinio no sabe que tan antigua sea, mas dice que es probable que antes de Troya había Poetas, y tiene razón",1600,1602,1602,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,sea,subj,subj,ambiguous
"dixo que no sabe que haya reñido con ninguna persona, y que hacia la puerta de Santiesteban solia ir y entrar ",1600,1605,1605,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,haya,subj,subj,ambiguous
", dixo que no sabe que entre mas de a ver al dicho su tio, ni con otra manera de visita.",1600,1605,1605,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,entre,subj,subj,ambiguous
"dixo que no sabe que en casa de esta confesante haya entrado persona ninguna en visita particular, e que don ",1600,1605,1605,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,haya,subj,subj,unambiguous
dixo que no sabe que en el dicho quarto estuviese persona ninguna,1600,1605,1605,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,estuviese,subj,subj,unambiguous
que no sabe que haga,1600,1615,1615,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,haga,subj,subj,ambiguous
por aora no sabe que ayan mas bienes del dicho su padre pero si en qualquier tiempo vinieren a su notiçia los pondra por ymbentario e lo pidio por testimonio.,1600,1619,1619,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,hayan,subj,subj,unambiguous
"y en particular el Padre Molina, diciendo, que no sabe que se haya recibido, ni se recibirá en otros Reynos fuera del de Italia, ",1600,1648,1648,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,haya,subj,subj,ambiguous
", que no saue que tal fuese, este testigo tiene por cierto seria mas por imbidia que por hauer fundamento ni ",1600,1669,1669,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,fuese,subj,subj,ambiguous
"dixo que no sabe que haya ningun concierto de uno con otro, ",1900,1901,1901,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,haya,subj,subj,unambiguous
queste declarante no sabe que tenga el dicho oriola otra ocupacion mas de la dicha sino que yendo el dicho oriola a Valencia mostro cierta her,1900,1901,1901,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,tenga,subj,subj,unambiguous
"deste non sabe que otro ninguno touiesse y, sinon Johan Perez, vn su omne de pie en las vnas casas, et vn judio que moraua en las otras, et que non sabe si y estaua y alloguer o non. Preguntado si sabe que Ladron es uasallo de don Manuel, ",1200,1257-1271 ,1264,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,touiesse,subj,subj,unambiguous
el non  sabe que faga de si e muestra asi mismo que  pues dauid nin  ercules non  se podieron defender asi por ,1400,1434-c1470 ,1452,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,faga,subj,subj,ambiguous
"esta villa debe de tener hasta cuatrocientos vecinos, poco mas o menos, e que no sabe que haya tenido mas ni menos en tiempo pasado",1500,1575-1580 ,1577,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,haya,subj,subj,unambiguous
no sabe que haya en esta villa ni en su termino ninguna cosa de las contenidas en el dicho capitulo.,1500,1575-1580 ,1577,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,haya,subj,subj,unambiguous
"no sabe que haya salvo lobos y zorras, y este comun se dice San Martin de la Montaña.",1500,1575-1580 ,1577,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,haya,subj,subj,ambiguous
no sabe que haya en este pueblo hacienda señalada salvo una que hay que es de don Diego de Toledo ,1500,1575-1580 ,1577,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,haya,subj,subj,unambiguous
La que no sabe que aprenda. Eso mismo decía Fortunata. El pobre chico no dejaba de expresar su admiración por el ,1800,1885-1887 ,1886,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,aprenda,subj,subj,ambiguous
el non sabe que faga de sy,1400,a1424-1520 ,1472,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,faga,subj,subj,ambiguous
no sabe que modo sigua ,1500,a1500-1520 ,1510,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,siga,subj,subj,ambiguous
y aquel cuya es la heredad no sabe que sea cosa hurtada * ni robada,1500,a1530 ,1530,noninterrogative,declarative,factive,saber (know),sabe,finite,ind,other,sea,subj,subj,ambiguous
non sabedes que esta palma que yo fago leuar que es victoria de todos los santos otrosi sera llamada enel parayso delos altos electos & ,1200,1293,1293,noninterrogative,declarative,factive,saber (know),sabedes,finite,ind,other,sera,ind,ind,unambiguous
& no sabedes que  en luçena son muertos todos los buenos caualleros. & los fuertes hombres que solian  ,1300,1385,1385,noninterrogative,declarative,factive,saber (know),sabedes,finite,ind,other,son,ind,ind,unambiguous
& non sabedes que ellas fizieron peccar ,1400,1487,1487,noninterrogative,declarative,factive,saber (know),sabedes,finite,ind,other,fizieron,ind,ind,ambiguous
Non sabedes que  diz la escriptura. que quando dios quier que  los pocos uencen a los muchos. Ellos fueron ,1200,1270-1284 ,1277,noninterrogative,declarative,factive,saber (know),sabedes,finite,ind,other,dize,ind,ind,unambiguous
No n sabedes que pidades. ,1200,a1260,1260,noninterrogative,declarative,factive,saber (know),sabedes,finite,ind,other,pidades,ind,ind,ambiguous
Non sabedes que pidades,1200,a1260,1260,noninterrogative,declarative,factive,saber (know),sabedes,finite,ind,other,pidades,ind,ind,ambiguous
"O non sabedes que dize la escriptura de Elias, ",1200,a1260,1260,noninterrogative,declarative,factive,saber (know),sabedes,finite,ind,other,dize,ind,ind,ambiguous
e no sabedes que sera de uos cras  o quanta es uuestra uida,1200,a1260,1260,noninterrogative,declarative,factive,saber (know),sabedes,finite,ind,other,sera,ind,ind,ambiguous
& non  sabedes que  nuestra  es Ramot de galaat. ,1300,a1300,1300,noninterrogative,declarative,factive,saber (know),sabedes,finite,ind,other,es,ind,ind,unambiguous
Et vos no sabedes que es aquesto: todos los ricos hombres nos van falssament et quieren sacar dineros ,1300,a1396,1396,noninterrogative,declarative,factive,saber (know),sabedes,finite,ind,other,es,ind,ind,ambiguous
& non sabedes que ell can que mucho ladra. non faze ningun fecho nin uela ciertamientre. & nos por cierto creamos que nos dize esta carta uerdad en alguna cosa. & esto es que la creamos de la ,1200,c1280,1280,noninterrogative,declarative,factive,saber (know),sabedes,finite,ind,other,faze,ind,ind,unambiguous
no sabedes que malas cosas obrades o soes mas ignorantes de todos los ellinos o muy iniustos porque ,1300,c1384-1396 ,1390,noninterrogative,declarative,factive,saber (know),sabedes,finite,ind,other,obrades,ind,ind,ambiguous
e non sabedes que acaesçera. E Castilla es ya follada e despresçiada de gentes estrañas e muchos de los ,1400,c1400,1400,noninterrogative,declarative,factive,saber (know),sabedes,finite,ind,other,acaecera,ind,ind,ambiguous
E vós no sabedes que por menospreciar a todos nosotros ha començado esta sobervia que fasta aquí nunca en España ,1400,c1430,1430,noninterrogative,declarative,factive,saber (know),sabedes,finite,ind,other,ha,ind,ind,unambiguous
No sabéys que a muy breve tiempo son reduzidos vuestros males: si son intentos no son extensos; conchávese ,1500,1528,1528,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,son,ind,ind,unambiguous
"No sabéys que só inclinado a todo mal dende mi niñez, y malo antes que nacido; dificultoso al bien y aun ",1500,1528,1528,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,so,ind,ind,unambiguous
"No sabéys que de tres cosas hemos de hazer penitencia todo nuestra vida. La una,  de passarse algún día ",1500,1553,1553,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,hemos,ind,ind,unambiguous
"no sabeis que habemos de juzgar á los Anjeles, yo no sé qué es lo que san Pablo entendió, aunque sé lo que ",1500,1557,1557,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,habemos,ind,ind,unambiguous
no sabeys que al enemigo no se deue hazer pacto mas tantos ruegos hizieron que vuo por bien otorgallo ,1500,1563,1563,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,deue,ind,ind,unambiguous
"No sabéis que los nueve meses que la madre lleva al hijo en sus entrañas lo cría y alimenta de su propria sangre y substancia, y después que dellas sale se enciende tanto el fuego de amor de la madre que recuece la sangre y, ",1600,1609,1609,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,cria,ind,ind,unambiguous
mas no sabéis que es pecha que de derecho debe la madre a los hijos por haberlos engendrado y puesto en la ,1600,1609,1609,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,es,ind,ind,ambiguous
"No sabéis que soy romano en plática y experiencia, curial con inteligencia, y nunca en favor humano puse esperanza ",1600,1617,1617,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,soy,ind,ind,unambiguous
"no sabeis que es caliz de amargura lo que pedis, que es passión dolorosa, y cruz pesada: Calicem quidem ",1700,1703,1703,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,es,ind,ind,unambiguous
"mas no sabéis que pérfido, perjuro, el aire libre de gozar indigno labra nuestro sepulcro ignominioso, y a todos nos ",1800,1837,1837,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,labra,ind,ind,ambiguous
pan si no sabéis que otro le acude. Acordaos cuando lo érades vos e yo niño; acordaos de lo que sentíades cuando ,1800,1844,1844,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,acude,ind,ind,unambiguous
Parece que no sabéis que es una fiera,1800,1885,1885,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,es,ind,ind,ambiguous
"No sabéis que a la vuelta de cualquier camino tendréis delante al Apóstol Santiago en persona, que os dirá: «Teneos, hombres de poca fe, y dadme al instante a esa santa mujer que lleváis atada entre ",1900,1909,1909,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,teneis,ind,ind,unambiguous
No sabéis que de mi tierra he de hacer una corona y coronaran mis manos al Sol que sus campos dora,1900,1928,1928,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,he,ind,ind,unambiguous
Vosotros no sabéis que yo he descubierto una bebida  maravillosa que solamente conocen algunos negros de Honduras. *,1900,1930,1930,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,he,ind,ind,unambiguous
"No sabéis que para lo que está en el mundo una mujer es para casarse y tener hijos, y no para cuidar de los que tienen los demás. Por ",1900,1954,1954,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,es,ind,ind,unambiguous
No sabéis que la Salvinia había respetado siempre la plaza,1900,1985,1985,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,habia,ind,ind,unambiguous
Ya no sabéis que así pago mis soldados,1600,1595-1605 ,1600,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,pago,ind,ind,unambiguous
No sabeys que es tan entero nuestro dios y tan costante que no ay poder que quebra nte su juiyzio verdadero no ,1500,a1540,1540,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,es,ind,ind,unambiguous
"no sabeis que soy Nebrón, ",1800,c1850-1900 ,1875,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,soy,ind,ind,unambiguous
no sabeis que los que corren en el estadio. Porque claramente pareze que desde allí comienza las amonestaziones i ,1500,1557,1557,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,Na,Na,Na,unambiguous
"a él no le terná en nada mostráys que no sabéys que el hombre por de baxa condición que sea, ",1500,1546,1546,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,sea,subj,subj,ambiguous
"no sabeis que los que corren en el estadio, haya ",1500,1557,1557,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,haya,subj,subj,unambiguous
"no sabeis que los que corren, hasta aquí, haya tenido intento á conduzirlos por temor á que se apartasen de la comunicazion de los ",1500,1557,1557,noninterrogative,declarative,factive,saber (know),sabeis,finite,ind,other,haya,subj,subj,unambiguous
nos no sabemos que lugares son e sobre esto entiende enbiar uos el Rey rogar que lo tengades por bien de reçebir ,1300,1312,1312,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,son,ind,ind,ambiguous
non  sabemos que  njn  entendemos que  oy ha omen  enel mundo  que  lo sepa ,1300,1344,1344,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,ha,ind,ind,unambiguous
non sabemos que va enellas; e es nuestra merçed de aquí adelante non poner nuestro nonbre en ,1300,1387,1387,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,va,ind,ind,ambiguous
"commo quiera que no sabemos que causa ha mouido a vuestra sennoria alibrar muchas cartas e alualaes e çedulas en blanco, e no sola mente personas ",1400,1469,1469,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,ha,ind,ind,ambiguous
y no sabemos que tanto durara,1400,1497,1497,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,dura,ind,ind,ambiguous
no sabemos que  dize la auctoridad famosa,1500,1541,1541,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,dice,ind,ind,ambiguous
No sabemos que la generacion delas monstruosidades se engendran del simiente indigesto como dize el ,1500,1541,1541,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,engendran,ind,ind,unambiguous
No sabemos que beuer agua fria haze impedimento a la generacion: y muy mas el vino / que haze los ebrios no prolificos. Pues es menester temperarlo  ,1500,1541,1541,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,haze,ind,ind,unambiguous
no sabemos que seria mas passemos adelante a ver en que pararia  pues fortuna a los osados ayuda y fauorescia ,1500,1551,1551,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,seria,ind,ind,ambiguous
no sabemos que significa,1700,1726,1726,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,significa,ind,ind,ambiguous
no sabemos que nombre tiene entre los Professores,1700,1726,1726,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,tiene,ind,ind,ambiguous
Nosotros no sabemos que se hará ahora,1800,1822,1822,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,hara,ind,ind,ambiguous
— Como que no sabemos que dos y dos son cuatro si el ministro de Hacienda no nos lo dice... —,1800,1875,1875,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,son,ind,ind,unambiguous
Muchas veces no sabemos que sentimos sed hasta que estamos bebiendo el agua riquísima. Pues ni más ni menos le pasaba con su ansiedad de hija.,1900,1921,1921,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,sentimos,ind,ind,unambiguous
viemos et non sabemos que  es dellos nin  saben  ellos que  es denos. Por ende queremos  si a uos ploguier yr nos pora  ,1200,1270-1284 ,1277,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,es,ind,ind,ambiguous
"; no sabemos que nos conuiene a fazer"".",1300,1379-1384 ,1381,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,conviene,ind,ind,ambiguous
"no sabemos que puede conteçer de la ora de la çena tro qu'el aya çenado"".",1300,1379-1384 ,1381,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,puede,ind,ind,ambiguous
Nos non sabemos que dize,1200,a1260,1260,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,dize,ind,ind,ambiguous
"ca non sabemos que es de Moysen, el que nos saco de Egypto.  ",1200,a1260,1260,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,es,ind,ind,ambiguous
"Non sabemos que es Espiritu Sancto, ni lo oyemos",1200,a1260,1260,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,es,ind,ind,ambiguous
"non  sabemos que quiere dezir bonatge.» Et quando el huuo asi respuesto, todos a vna uoz cridaron, diziendo ",1300,a1396,1396,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,quiere,ind,ind,ambiguous
no sabemos que es lo que fabla,1400,a1485 ,1485,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,es,ind,ind,ambiguous
no sabemos que es lo que dize (E Jesu conoscio que le queria preguntar) esto conocio por virtud diuina. ,1400,a1485 ,1485,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,es,ind,ind,ambiguous
Et agora non sabemos que es esto que nos assi uino adessora,1200,c1275,1275,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,es,ind,ind,ambiguous
non sabemos qui lo metió en los nuestros sacos ,1200,c1275,1275,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,metio,ind,ind,ambiguous
o non sabemos que á contido,1200,c1275,1275,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,ha,ind,ind,ambiguous
non sabemos quele acaesçio,1400,c1400,1400,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,acaecio,ind,ind,ambiguous
non sabemos que es del. ,1400,c1400,1400,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,es,ind,ind,ambiguous
non sabemos que cosa es plito.,1400,c1400-c1421 ,1410,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,es,ind,ind,ambiguous
cauallo no sabemos que vos perdistes mas de que es aca dentro y mala ventura aya quien vos cauallo diere que no ,1400,c1414,1414,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,perdiste,ind,ind,unambiguous
", non sabemos que es del.",1400,c1422-1433 ,1427,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,es,ind,ind,ambiguous
non sabemos que fue del.,1400,c1422-1433 ,1427,noninterrogative,declarative,factive,saber (know),sabemos,finite,ind,1st present,fue,ind,ind,ambiguous
